"","ID","AGE","GEN","EXP","ANT","OCB","FRCC","RBSE"
"172",172,55,1,30,20,4,14,5
"173",173,40,1,9,1,3.33333333333333,14,4.6
"174",174,54,1,24,8,3.83333333333333,16,3.8
"175",175,41,1,15,15,4.5,17,3.8
"176",176,61,0,30,28,4,17,4
"177",177,42,1,15,8,3,12,3
"178",178,49,1,18,11,4,16,5
"179",179,52,1,25,25,4.5,16,4.6
"180",180,37,1,12,12,3.83333333333333,12,3.6
"181",181,45,0,25,20,4,13,4
"182",182,46,0,24,24,2.5,8,3.6
"183",183,25,0,7,2,5,16,5
"184",184,37,1,15,8,3,12,3.2
"185",185,34,0,4,3,3,11,3.6
"186",186,56,1,38,6,5,16,5
"187",187,35,0,12,0,3.16666666666667,11,5
"188",188,34,1,10,10,4.66666666666667,16,5
"189",189,43,1,18,14,4.83333333333333,18,5
"190",190,55,0,31,31,3,11,4.2
"191",191,50,0,25,20,4.33333333333333,14,3.8
"192",192,41,0,17,15,4.66666666666667,13,4.8
"193",193,31,0,6,6,5,13,5
"194",194,44,0,21,19,3.16666666666667,13,4.8
"195",195,38,0,15,7,5,16,5
"196",196,31,1,10,9,2.16666666666667,10,3.6
"197",197,46,1,20,2,4.66666666666667,12,3.2
"198",198,36,1,15,12,4,14,5
"199",199,50,1,25,8,5,16,4.8
"200",200,48,1,24,23,4.16666666666667,15,3.8
"201",201,56,0,30,3,4.66666666666667,16,5
"202",202,33,0,8,3,3.66666666666667,16,4
"203",203,40,0,15,8,3.66666666666667,14,4.6
"204",204,28,1,4,2.5,3.16666666666667,9,3.6
"205",205,45,1,20,20,3.5,15,4
"206",206,56,0,30,30,4,14,3.4
"207",207,31,0,8,1,3,11,4
